secondary_cases_tot
1
0
2
0
0
0
0
0
32
0
0
0
0
1
17
0
12
4
0
0
13
0
17
4
0
0
6
0
0
0
0
5
0
0
0
0
18
0
0
1
43
6
0
0
0
0
0
0
0
0
0
0
0
1
1
4
0
0
31
0
0
0
1
0
3
0
0
0
3
0
0
13
1
18
0
0
5
1
16
5
9
7
0
0
20
0
5
0
0
13
0
4
0
21
5
0
0
0
1
0
12
0
0
0
3
1
0
1
0
8
1
1
0
0
5
0
0
0
0
0
0
0
3
0
0
0
0
0
0
0
1
5
0
1
1
0
0
1
8
0
0
2
33
0
0
0
0
0
0
44
0
8
0
0
8
2
2
0
35
0
17
0
0
0
3
0
5
3
0
1
0
17
4
0
0
0
0
0
0
0
0
0
0
5
0
0
16
0
9
0
26
2
5
0
0
0
10
13
0
0
5
0
0
0
22
0
1
0
0
0
0
1
0
1
0
12
2
0
28
0
0
0
1
0
0
1
6
4
17
0
11
0
0
0
0
2
3
0
6
0
2
0
0
0
7
3
0
0
0
0
2
7
1
2
0
3
1
0
0
3
0
0
0
0
0
0
0
0
0
0
10
18
1
0
8
0
0
11
2
2
0
7
0
2
0
0
0
0
1
4
0
2
1
0
0
9
0
11
7
4
31
0
0
0
0
0
0
1
1
2
10
0
3
0
1
9
0
0
4
0
0
0
1
0
0
0
24
0
1
28
0
0
0
0
0
4
7
0
1
15
20
0
0
0
0
0
0
0
3
0
0
0
8
0
0
0
0
0
7
0
3
2
1
4
11
0
0
0
4
1
0
0
0
0
22
5
0
0
0
0
15
0
0
0
3
8
6
0
1
6
0
0
0
0
7
1
0
0
10
0
0
0
1
0
3
0
3
0
0
1
0
0
13
0
1
0
35
13
16
1
0
4
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
42
0
4
5
0
0
0
0
0
0
0
0
0
0
0
1
0
11
0
0
0
3
4
0
0
1
0
0
0
2
2
39
0
0
0
0
9
33
0
0
1
0
6
0
19
0
0
0
6
1
0
4
0
0
1
3
0
0
8
0
0
0
0
6
4
0
0
11
0
0
0
17
1
0
0
49
4
0
0
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
2
3
25
0
0
10
0
4
0
0
0
0
13
0
0
1
0
0
0
2
0
22
0
0
0
0
28
0
0
1
0
0
4
21
0
0
0
28
2
0
0
0
0
2
0
0
0
0
0
0
0
1
0
0
7
48
0
0
0
5
0
1
0
0
0
11
6
0
0
3
21
0
1
16
18
0
6
0
19
0
0
5
0
0
0
4
7
1
20
4
0
5
0
0
13
0
36
0
0
0
0
0
0
0
6
0
1
0
0
1
0
3
1
0
0
0
21
11
0
0
0
0
1
7
15
0
0
2
0
10
14
0
0
11
5
0
1
21
0
5
4
1
5
0
21
0
1
0
0
0
3
0
0
1
0
1
0
13
0
0
1
10
2
0
5
0
0
4
0
0
8
0
0
5
0
2
0
3
0
3
7
3
0
0
6
1
0
7
1
0
1
33
0
0
0
0
0
0
0
0
0
2
7
1
1
19
2
0
0
2
0
18
42
0
0
0
0
0
0
0
4
0
0
0
1
3
0
0
2
3
0
0
0
0
0
0
19
0
4
0
0
9
0
0
0
14
0
0
0
2
1
6
0
3
0
0
0
0
0
1
0
0
0
0
19
2
1
9
0
21
18
0
1
0
0
0
0
9
0
0
1
0
17
0
0
22
0
0
0
4
5
0
0
0
0
6
9
0
0
1
6
0
1
61
0
0
0
14
4
78
1
4
0
0
0
0
0
0
0
0
0
0
0
0
6
0
16
0
0
0
0
0
0
9
0
3
0
0
1
0
0
0
0
3
32
2
1
0
0
0
1
0
0
1
0
3
0
2
7
6
0
0
0
0
3
1
48
0
0
0
0
50
0
0
0
1
0
0
0
0
0
0
8
0
0
0
0
2
6
0
0
0
0
0
5
0
0
0
50
2
0
5
0
13
0
0
1
0
3
0
0
0
5
0
0
0
6
5
0
0
9
0
0
2
11
23
2
0
26
0
0
0
22
1
0
0
1
0
0
0
7
0
0
0
2
0
1
0
5
0
2
2
0
0
0
17
0
0
0
18
6
3
3
4
0
0
0
0
