max_FTE_def,frequency
0,0.474
2,0.306
4,0.131
6,0.052
8,0.023
10,0.005
12,0.003
14,0.002
16,0.002
18,0.002
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
