I_cum,frequency
0,0.008
5,0.044
10,0.076
15,0.084
20,0.081
25,0.095
30,0.092
35,0.091
40,0.077
45,0.072
50,0.064
55,0.051
60,0.041
65,0.032
70,0.019
75,0.018
80,0.014
85,0.017
90,0.015
95,0.002
100,0.003
105,0.001
110,0.003
115,0
120,0
125,0
130,0
135,0
140,0
145,0
150,0
155,0
160,0
165,0
170,0
175,0
180,0
185,0
190,0
195,0
200,0
205,0
