I_cum,frequency
0,0.018
5,0.114
10,0.135
15,0.136
20,0.108
25,0.079
30,0.072
35,0.055
40,0.064
45,0.049
50,0.05
55,0.032
60,0.023
65,0.018
70,0.018
75,0.011
80,0.006
85,0.008
90,0.002
95,0.001
100,0
105,0
110,0
115,0.001
120,0
125,0
130,0
135,0
140,0
145,0
150,0
155,0
160,0
165,0
170,0
175,0
180,0
185,0
190,0
195,0
200,0
205,0
