I_cum,frequency
0,0.026
5,0.124
10,0.18
15,0.135
20,0.124
25,0.113
30,0.086
35,0.051
40,0.055
45,0.035
50,0.022
55,0.019
60,0.012
65,0.008
70,0.006
75,0.002
80,0.001
85,0
90,0.001
95,0
100,0
105,0
110,0
115,0
120,0
125,0
130,0
135,0
140,0
145,0
150,0
155,0
160,0
165,0
170,0
175,0
180,0
185,0
190,0
195,0
200,0
205,0
