duration,frequency
0,0.008
5,0.315
10,0.547
15,0.11
20,0.017
25,0.002
30,0.001
35,0
40,0
45,0
50,0
55,0
60,0
65,0
70,0
75,0
80,0
85,0
90,0
95,0
