duration,frequency
0,0.001
5,0.138
10,0.325
15,0.145
20,0.158
25,0.111
30,0.057
35,0.037
40,0.016
45,0.007
50,0.004
55,0.001
60,0
65,0
70,0
75,0
80,0
85,0
90,0
95,0
