I_cum,frequency
0,0.012
5,0.072
10,0.074
15,0.069
20,0.043
25,0.065
30,0.049
35,0.045
40,0.046
45,0.04
50,0.049
55,0.05
60,0.054
65,0.048
70,0.042
75,0.049
80,0.04
85,0.047
90,0.035
95,0.028
100,0.022
105,0.014
110,0.004
115,0.003
120,0
125,0
130,0
135,0
140,0
145,0
150,0
155,0
160,0
165,0
170,0
175,0
180,0
185,0
190,0
195,0
200,0
205,0
