max_FTE_def,frequency
0,0.502
2,0.298
4,0.114
6,0.046
8,0.029
10,0.005
12,0.004
14,0.001
16,0.001
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
