max_FTE_def,frequency
0,0.366
2,0.307
4,0.156
6,0.084
8,0.049
10,0.016
12,0.01
14,0.007
16,0.005
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
