I_cum,frequency
0,0.005
5,0.06
10,0.114
15,0.115
20,0.105
25,0.107
30,0.099
35,0.093
40,0.076
45,0.045
50,0.048
55,0.04
60,0.028
65,0.024
70,0.014
75,0.011
80,0.009
85,0.002
90,0.002
95,0.002
100,0
105,0.001
110,0
115,0
120,0
125,0
130,0
135,0
140,0
145,0
150,0
155,0
160,0
165,0
170,0
175,0
180,0
185,0
190,0
195,0
200,0
205,0
