max_FTE_def,frequency
0,0.301
2,0.291
4,0.174
6,0.1
8,0.065
10,0.031
12,0.019
14,0.007
16,0.007
18,0.002
20,0.002
22,0.001
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
