duration,frequency
0,0.008
5,0.3
10,0.508
15,0.104
20,0.058
25,0.017
30,0.004
35,0
40,0
45,0.001
50,0
55,0
60,0
65,0
70,0
75,0
80,0
85,0
90,0
95,0
