secondary_cases_tot
4
0
2
0
0
0
0
0
26
0
0
0
0
2
28
1
25
1
0
0
29
0
27
12
2
0
10
2
0
1
0
11
0
0
0
0
26
0
0
1
31
9
0
0
1
0
0
0
0
0
0
0
0
1
5
5
0
0
24
1
0
0
15
0
9
8
0
0
2
0
0
13
0
17
2
0
9
1
17
3
12
21
0
0
33
0
20
0
0
13
0
25
0
36
7
0
0
0
1
0
14
0
0
0
13
1
0
1
0
25
1
2
0
0
6
0
0
0
0
0
9
0
2
1
0
0
0
0
0
0
0
8
0
2
1
0
0
6
16
0
0
5
28
0
0
0
0
0
0
33
0
15
0
0
13
0
0
0
53
0
27
1
1
0
3
0
12
11
0
1
0
30
1
0
0
0
0
0
0
0
0
0
0
7
0
0
13
0
9
0
35
4
2
1
0
0
26
16
4
0
1
1
0
0
31
0
1
0
0
0
0
2
0
3
0
25
3
0
30
1
0
0
3
0
0
2
11
3
14
0
7
0
0
0
0
8
2
0
7
0
0
3
0
0
20
1
0
0
0
0
2
13
0
8
0
6
0
0
0
3
0
0
0
0
0
0
2
1
0
0
10
16
1
0
4
0
0
12
2
5
0
17
0
5
0
0
0
0
1
3
0
2
2
0
0
18
0
28
11
3
28
0
0
0
2
0
0
1
4
1
17
0
5
0
3
16
0
0
9
0
0
0
1
2
0
0
40
0
6
19
0
0
0
0
0
7
11
0
0
14
12
1
0
0
3
0
4
0
4
2
0
1
1
0
0
0
0
0
17
1
5
6
0
9
19
0
0
0
5
1
0
0
0
0
17
7
0
0
0
0
20
0
3
0
3
11
20
0
0
12
0
0
0
0
19
1
0
0
27
2
0
0
3
0
1
0
1
0
4
1
0
0
12
0
2
0
18
13
28
2
0
11
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
20
2
5
12
0
0
0
0
0
0
0
0
0
0
0
3
0
17
0
0
0
6
12
0
0
0
0
0
0
3
4
24
0
0
0
0
17
26
2
0
3
0
11
0
16
1
0
0
5
9
0
6
0
0
4
11
0
0
9
0
0
1
0
9
12
0
0
11
0
4
1
19
2
0
0
37
9
0
0
2
1
0
0
0
0
0
2
0
3
0
0
0
0
1
2
10
24
1
0
8
0
9
0
1
0
0
25
0
0
3
0
0
0
2
0
15
0
0
1
0
23
0
1
3
0
2
5
14
0
0
0
20
5
0
0
0
0
3
0
0
1
0
0
0
0
2
0
0
18
35
0
0
0
10
0
2
0
0
0
19
18
0
3
6
28
0
1
20
10
0
11
0
27
0
3
8
0
0
0
4
15
2
16
12
0
6
0
0
14
0
27
0
0
0
0
0
0
0
9
0
0
0
0
4
0
3
2
0
0
0
23
13
0
0
1
0
1
13
9
0
0
2
0
16
17
1
0
20
9
0
2
16
0
9
5
0
4
0
15
0
3
0
0
0
3
0
0
0
0
1
0
18
1
0
1
13
4
0
4
0
0
4
0
0
11
0
0
19
0
2
0
5
0
3
7
11
0
0
19
1
0
15
1
0
0
26
0
0
0
0
0
0
0
2
0
1
18
1
1
37
2
0
0
4
0
24
34
0
0
0
0
0
1
0
7
0
0
0
1
7
0
0
3
3
0
0
0
1
1
0
22
0
6
0
0
14
0
0
0
11
0
0
1
1
6
15
0
4
0
6
0
0
0
3
0
1
0
1
12
2
2
21
0
30
19
0
1
1
0
0
0
19
0
0
2
0
26
0
0
19
0
1
0
4
7
0
0
0
1
10
23
0
0
1
9
0
1
44
0
0
0
13
6
53
1
10
0
0
0
1
0
0
0
0
0
0
0
0
15
0
9
1
0
0
0
0
0
16
0
2
0
0
1
0
0
0
2
1
23
15
0
0
0
0
2
0
0
1
0
0
0
3
3
11
0
0
0
0
3
2
35
0
0
0
0
29
0
0
0
2
0
0
0
0
0
1
19
0
0
0
0
2
11
0
0
0
1
1
4
0
0
0
30
8
1
6
0
8
0
0
1
0
3
2
0
0
11
0
0
0
12
17
0
0
13
0
0
2
5
35
8
0
19
0
0
0
17
1
0
1
1
0
0
0
14
0
0
0
2
0
0
0
6
2
7
9
0
0
0
34
0
0
0
27
12
6
9
2
0
0
0
0
