Row,R0,lambda,p_outbreak,cum_I_q90,OB_duration_q90,peak_FTE_def_q90,cum_Res_Iso_q90,t_declare_q90,t_first_case_q90
R0_1.5_CR_3.0_LD_0.0,1.5,3,0.0949938254013489,42,23,10.2,20,30.1,14.1
R0_1.5_CR_6.0_LD_0.0,1.5,6,0.0977039570102589,46,29,7.4,31.5,25.1,13.1
R0_1.5_CR_10.0_LD_0.0,1.5,10,0.111457868925546,57,35,5.5,48,24.1,14.1
R0_1.5_CR_20.0_LD_0.0,1.5,20,0.120831319478009,74,44,4,67,21.1,13.1
R0_1.5_CR_30.0_LD_0.0,1.5,30,0.111769308147983,74,42,2.8,69,21.1,13.1
