Row,R0,lambda,p_outbreak,cum_I_q90,OB_duration_q90,peak_FTE_def_q90,cum_Res_Iso_q90,t_declare_q90,t_first_case_q90
R0_1.5_CIC_0.75_LD_0.0,1.5,3,0.0973046608932568,46,27,10.6,24,29.1,14.1
R0_1.5_CIC_0.5_LD_0.0,1.5,3,0.102891243955139,52,34,10.4,31,29.1,14.1
R0_1.5_CIC_0.25_LD_0.0,1.5,3,0.109505037231713,57,38,10.2,39,28.1,14.1
