I_tot,I_detected,t_first_detection,I_t_detection
1,1,7.1000000000000005,1.0
2,2,3.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
32,16,4.1000000000000005,2.0
32,23,10.100000000000001,7.0
1,1,6.1000000000000005,1.0
185,111,7.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
189,121,13.100000000000001,3.0
1,0,NaN,NaN
9,6,10.100000000000001,9.0
180,105,7.1000000000000005,17.0
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,0,NaN,NaN
189,115,4.1000000000000005,2.0
175,112,5.1000000000000005,5.0
1,0,NaN,NaN
2,2,3.1,1.0
1,1,9.1,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
173,111,5.1000000000000005,10.0
32,11,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,8.1,1.0
98,65,15.100000000000001,14.0
1,1,6.1000000000000005,1.0
177,104,4.1000000000000005,5.0
1,0,NaN,NaN
44,31,8.1,4.0
134,87,6.1000000000000005,3.0
7,5,10.100000000000001,2.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,8.1,1.0
1,1,8.1,1.0
3,1,15.100000000000001,3.0
1,0,NaN,NaN
149,100,7.1000000000000005,4.0
1,1,6.1000000000000005,1.0
2,0,NaN,NaN
2,1,6.1000000000000005,1.0
1,1,8.1,1.0
6,3,9.1,6.0
172,105,5.1000000000000005,8.0
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
160,103,13.100000000000001,23.0
15,12,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
152,91,7.1000000000000005,5.0
176,110,9.1,14.0
2,1,15.100000000000001,2.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
174,110,6.1000000000000005,5.0
3,1,11.100000000000001,3.0
1,0,NaN,NaN
144,95,9.1,14.0
1,1,7.1000000000000005,1.0
2,0,NaN,NaN
1,1,7.1000000000000005,1.0
19,9,12.100000000000001,3.0
1,1,5.1000000000000005,1.0
175,104,15.100000000000001,15.0
1,1,5.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,12.100000000000001,1.0
5,3,13.100000000000001,1.0
13,9,8.1,10.0
127,74,9.1,8.0
3,3,7.1000000000000005,3.0
5,4,5.1000000000000005,1.0
3,1,12.100000000000001,3.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
162,90,10.100000000000001,17.0
1,0,NaN,NaN
3,3,7.1000000000000005,1.0
1,1,13.100000000000001,1.0
1,1,8.1,1.0
173,108,7.1000000000000005,6.0
1,1,6.1000000000000005,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
9,3,8.1,2.0
160,99,6.1000000000000005,3.0
4,2,7.1000000000000005,4.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
1,1,11.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
137,87,5.1000000000000005,4.0
168,100,13.100000000000001,13.0
1,1,7.1000000000000005,1.0
134,92,8.1,1.0
1,0,NaN,NaN
2,2,9.1,1.0
1,0,NaN,NaN
2,1,5.1000000000000005,1.0
181,118,4.1000000000000005,11.0
1,0,NaN,NaN
20,12,6.1000000000000005,4.0
1,1,6.1000000000000005,1.0
1,1,12.100000000000001,1.0
40,31,7.1000000000000005,10.0
2,2,8.1,1.0
1,0,NaN,NaN
150,80,16.1,10.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
2,0,NaN,NaN
143,101,6.1000000000000005,8.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,8.1,1.0
139,85,10.100000000000001,10.0
1,0,NaN,NaN
178,108,4.1000000000000005,20.0
1,1,8.1,1.0
1,1,9.1,1.0
1,1,5.1000000000000005,1.0
1,1,3.1,1.0
145,98,6.1000000000000005,8.0
154,79,10.100000000000001,10.0
1,1,7.1000000000000005,1.0
3,1,13.100000000000001,3.0
1,0,NaN,NaN
1,1,9.1,1.0
152,104,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
123,78,14.100000000000001,17.0
1,0,NaN,NaN
187,112,19.1,31.0
51,25,12.100000000000001,7.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
89,60,14.100000000000001,8.0
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
17,14,5.1000000000000005,2.0
2,1,7.1000000000000005,2.0
1,1,8.1,1.0
1,0,NaN,NaN
146,95,7.1000000000000005,10.0
156,88,9.1,18.0
2,2,7.1000000000000005,1.0
1,0,NaN,NaN
5,2,7.1000000000000005,2.0
1,0,NaN,NaN
1,1,11.100000000000001,1.0
155,106,7.1000000000000005,6.0
14,8,13.100000000000001,3.0
152,95,7.1000000000000005,6.0
1,1,4.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
6,4,7.1000000000000005,6.0
3,3,8.1,1.0
1,1,8.1,1.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
164,89,11.100000000000001,6.0
3,2,10.100000000000001,3.0
6,3,7.1000000000000005,3.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
116,54,13.100000000000001,12.0
152,80,9.1,15.0
30,20,5.1000000000000005,7.0
23,17,4.1000000000000005,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,4.1000000000000005,1.0
17,10,13.100000000000001,11.0
1,0,NaN,NaN
4,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
95,60,7.1000000000000005,8.0
25,10,19.1,16.0
1,0,NaN,NaN
8,5,7.1000000000000005,3.0
18,6,19.1,4.0
183,120,14.100000000000001,42.0
2,2,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,7.1000000000000005,1.0
176,115,3.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
18,10,14.100000000000001,7.0
2,1,8.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,6.1000000000000005,1.0
3,3,6.1000000000000005,1.0
159,109,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,9.1,1.0
1,1,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
85,53,5.1000000000000005,2.0
1,0,NaN,NaN
129,82,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
175,105,8.1,26.0
1,1,3.1,1.0
1,1,6.1000000000000005,1.0
130,84,6.1000000000000005,1.0
1,0,NaN,NaN
8,3,4.1000000000000005,5.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
181,108,5.1000000000000005,2.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
33,22,6.1000000000000005,7.0
1,1,7.1000000000000005,1.0
11,6,6.1000000000000005,3.0
165,94,14.100000000000001,9.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
1,1,5.1000000000000005,1.0
6,2,5.1000000000000005,2.0
155,95,8.1,10.0
118,79,11.100000000000001,16.0
176,111,10.100000000000001,18.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
168,97,14.100000000000001,14.0
4,4,7.1000000000000005,2.0
159,108,11.100000000000001,20.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,10.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
7,6,4.1000000000000005,3.0
152,89,4.1000000000000005,3.0
154,96,11.100000000000001,6.0
1,1,3.1,1.0
1,0,NaN,NaN
18,10,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
1,1,14.100000000000001,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
182,114,9.1,20.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,7.1000000000000005,1.0
154,88,8.1,3.0
179,114,5.1000000000000005,4.0
1,1,5.1000000000000005,1.0
1,1,7.1000000000000005,1.0
56,23,3.1,2.0
1,1,11.100000000000001,1.0
43,26,6.1000000000000005,13.0
146,85,2.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
171,110,5.1000000000000005,7.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,1,5.1000000000000005,1.0
110,66,9.1,24.0
1,1,8.1,1.0
174,110,5.1000000000000005,23.0
141,83,5.1000000000000005,2.0
1,0,NaN,NaN
1,0,NaN,NaN
157,103,7.1000000000000005,14.0
42,26,2.1,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
8,5,7.1000000000000005,7.0
1,1,7.1000000000000005,1.0
1,1,6.1000000000000005,1.0
32,15,12.100000000000001,12.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,1,13.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,4.1000000000000005,1.0
30,12,9.1,18.0
1,1,15.100000000000001,1.0
2,0,NaN,NaN
87,53,14.100000000000001,5.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
2,1,9.1,2.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
2,2,9.1,1.0
184,119,12.100000000000001,14.0
163,106,8.1,3.0
5,4,7.1000000000000005,3.0
68,43,11.100000000000001,5.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
40,21,14.100000000000001,7.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,9.1,1.0
130,82,14.100000000000001,4.0
1,0,NaN,NaN
144,95,11.100000000000001,4.0
153,105,8.1,4.0
1,0,NaN,NaN
143,86,11.100000000000001,1.0
98,62,2.1,7.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
150,88,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
86,46,8.1,8.0
1,1,8.1,1.0
21,13,17.1,6.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,3.1,1.0
175,108,9.1,17.0
155,84,5.1000000000000005,6.0
1,1,5.1000000000000005,1.0
1,1,11.100000000000001,1.0
1,1,3.1,1.0
1,0,NaN,NaN
2,1,11.100000000000001,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
167,103,6.1000000000000005,7.0
172,106,3.1,10.0
175,112,8.1,7.0
1,1,8.1,1.0
68,33,8.1,3.0
1,1,8.1,1.0
1,1,5.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
46,23,5.1000000000000005,3.0
2,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
118,77,5.1000000000000005,2.0
26,14,8.1,14.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
2,2,13.100000000000001,2.0
1,1,6.1000000000000005,1.0
19,11,9.1,14.0
1,0,NaN,NaN
177,116,6.1000000000000005,17.0
1,1,12.100000000000001,1.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
2,0,NaN,NaN
2,1,8.1,2.0
1,0,NaN,NaN
12,7,20.1,8.0
1,1,8.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,14.100000000000001,1.0
183,117,14.100000000000001,25.0
1,1,12.100000000000001,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,1,13.100000000000001,1.0
1,1,4.1000000000000005,1.0
154,97,8.1,22.0
1,1,12.100000000000001,1.0
1,0,NaN,NaN
3,3,6.1000000000000005,1.0
155,90,7.1000000000000005,3.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
2,0,NaN,NaN
7,3,7.1000000000000005,2.0
4,1,6.1000000000000005,1.0
1,0,NaN,NaN
180,110,5.1000000000000005,3.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,8.1,1.0
1,1,8.1,1.0
103,58,10.100000000000001,16.0
1,0,NaN,NaN
94,60,8.1,4.0
20,9,11.100000000000001,4.0
1,0,NaN,NaN
2,2,7.1000000000000005,2.0
1,1,4.1000000000000005,1.0
148,97,6.1000000000000005,26.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
16,10,4.1000000000000005,4.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,12.100000000000001,1.0
13,5,9.1,6.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
155,89,9.1,10.0
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
97,51,6.1000000000000005,2.0
1,0,NaN,NaN
9,7,7.1000000000000005,3.0
1,0,NaN,NaN
165,86,9.1,11.0
164,108,4.1000000000000005,3.0
3,0,NaN,NaN
1,1,10.100000000000001,1.0
1,0,NaN,NaN
2,1,12.100000000000001,2.0
1,1,8.1,1.0
152,97,8.1,1.0
158,95,6.1000000000000005,11.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,7.1000000000000005,1.0
3,3,6.1000000000000005,3.0
1,1,3.1,1.0
1,1,8.1,1.0
169,102,6.1000000000000005,6.0
1,1,8.1,1.0
1,0,NaN,NaN
2,1,11.100000000000001,2.0
170,109,7.1000000000000005,22.0
1,0,NaN,NaN
2,1,4.1000000000000005,1.0
14,7,13.100000000000001,10.0
156,99,11.100000000000001,17.0
1,1,24.1,1.0
1,1,6.1000000000000005,1.0
1,1,5.1000000000000005,1.0
174,111,9.1,13.0
187,117,5.1000000000000005,9.0
8,3,8.1,2.0
167,96,13.100000000000001,46.0
5,3,2.1,1.0
1,1,9.1,1.0
19,12,5.1000000000000005,5.0
1,1,15.100000000000001,1.0
179,109,7.1000000000000005,2.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,4.1000000000000005,1.0
164,102,8.1,2.0
1,0,NaN,NaN
163,109,3.1,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,3.1,1.0
161,96,5.1000000000000005,29.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
133,74,7.1000000000000005,8.0
1,1,4.1000000000000005,1.0
17,9,11.100000000000001,3.0
171,108,3.1,10.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,12.100000000000001,1.0
2,0,NaN,NaN
6,2,15.100000000000001,3.0
1,1,13.100000000000001,1.0
2,1,17.1,2.0
1,1,10.100000000000001,1.0
5,3,7.1000000000000005,1.0
1,0,NaN,NaN
161,102,2.1,1.0
1,0,NaN,NaN
162,97,7.1000000000000005,10.0
7,4,10.100000000000001,6.0
83,47,11.100000000000001,17.0
180,121,7.1000000000000005,9.0
1,1,4.1000000000000005,1.0
1,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
162,108,8.1,1.0
1,0,NaN,NaN
1,1,12.100000000000001,1.0
153,91,9.1,2.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
173,119,11.100000000000001,8.0
2,2,6.1000000000000005,1.0
1,0,NaN,NaN
44,22,6.1000000000000005,2.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,3.1,1.0
133,67,4.1000000000000005,9.0
1,1,13.100000000000001,1.0
140,97,15.100000000000001,22.0
1,0,NaN,NaN
1,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,3.1,1.0
1,1,9.1,1.0
1,0,NaN,NaN
3,2,15.100000000000001,2.0
1,1,14.100000000000001,1.0
166,112,5.1000000000000005,9.0
177,105,13.100000000000001,24.0
154,104,6.1000000000000005,10.0
1,0,NaN,NaN
185,131,13.100000000000001,17.0
19,9,4.1000000000000005,4.0
1,1,4.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
153,94,7.1000000000000005,3.0
63,45,9.1,17.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
