run_id,facility_id,n_residents,n_staff,total_FTE,index_case_type,I_tot_staff,I_tot_res,index_case_id,index_case_beta_max,t_index_case_recovery
1,10000003,88,121,73.8,worker,1,0,152,0.005655148969299342,13.4
2,10000003,88,121,73.8,worker,1,0,151,4.738710957396233e-10,13.100000000000001
3,10000003,88,121,73.8,worker,2,0,169,0.0016862324458002235,13.200000000000001
4,10000003,88,121,73.8,resident,0,1,10,7.116702597448327e-5,10.9
5,10000003,88,121,73.8,worker,1,0,111,0.00018409503775716906,10.200000000000001
6,10000003,88,121,73.8,worker,1,0,157,2.389708489681301e-7,9.1
7,10000003,88,121,73.8,worker,1,0,122,0.00021334508099236512,15.5
8,10000003,88,121,73.8,resident,0,1,59,9.633569561992174e-11,12.5
9,10000003,88,121,73.8,resident,0,2,78,0.04284728341647478,14.5
10,10000003,88,121,73.8,resident,0,1,25,1.14007764151228e-5,12.3
11,10000003,88,121,73.8,worker,1,0,124,0.00013488484882725424,14.4
12,10000003,88,121,73.8,worker,1,0,127,1.4685350391446878e-5,10.700000000000001
13,10000003,88,121,73.8,worker,1,0,140,1.5653862228572406e-19,14.600000000000001
14,10000003,88,121,73.8,resident,0,1,15,0.0012532625631112922,12.200000000000001
15,10000003,88,121,73.8,worker,3,0,157,0.047502701992025234,11.9
16,10000003,88,121,73.8,worker,1,0,165,0.001549341016477751,14.600000000000001
17,10000003,88,121,73.8,worker,2,1,198,0.05967320958535158,16.400000000000002
18,10000003,88,121,73.8,resident,0,1,73,0.004965022805156919,13.3
19,10000003,88,121,73.8,worker,1,0,107,2.8867476402573e-7,11.100000000000001
20,10000003,88,121,73.8,worker,1,0,125,8.64188471830308e-11,16.0
21,10000003,88,121,73.8,worker,3,0,112,0.035910112478016135,15.200000000000001
22,10000003,88,121,73.8,worker,1,0,181,5.741814174965284e-13,14.100000000000001
23,10000003,88,121,73.8,resident,0,1,56,0.025865777932627083,15.100000000000001
24,10000003,88,121,73.8,worker,1,0,151,0.0063170715526888865,14.8
25,10000003,88,121,73.8,worker,1,0,144,0.00457088995355435,10.0
26,10000003,88,121,73.8,worker,1,0,119,1.3895543901999116e-7,12.8
27,10000003,88,121,73.8,worker,1,0,109,0.008760462749301104,16.0
28,10000003,88,121,73.8,worker,1,0,175,0.00424085759016755,11.200000000000001
