I_tot,I_detected,t_first_detection,I_t_detection
1,1,7.1000000000000005,1.0
2,2,3.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
32,16,4.1000000000000005,2.0
169,117,10.100000000000001,7.0
1,1,6.1000000000000005,1.0
178,100,7.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
183,121,13.100000000000001,3.0
1,0,NaN,NaN
9,6,10.100000000000001,9.0
178,99,7.1000000000000005,17.0
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,0,NaN,NaN
172,107,4.1000000000000005,2.0
181,100,5.1000000000000005,5.0
1,0,NaN,NaN
2,2,3.1,1.0
1,1,9.1,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
193,120,5.1000000000000005,10.0
30,10,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,8.1,1.0
178,105,15.100000000000001,14.0
1,1,6.1000000000000005,1.0
172,110,4.1000000000000005,5.0
1,0,NaN,NaN
175,114,8.1,4.0
145,89,6.1000000000000005,3.0
7,5,10.100000000000001,2.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,8.1,1.0
1,1,8.1,1.0
3,1,15.100000000000001,3.0
1,0,NaN,NaN
176,114,7.1000000000000005,4.0
1,1,6.1000000000000005,1.0
2,0,NaN,NaN
2,1,6.1000000000000005,1.0
1,1,8.1,1.0
6,3,9.1,6.0
186,111,5.1000000000000005,8.0
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
163,102,13.100000000000001,23.0
182,121,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
148,83,7.1000000000000005,5.0
170,108,9.1,14.0
2,1,15.100000000000001,2.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
145,95,6.1000000000000005,5.0
3,1,11.100000000000001,3.0
1,0,NaN,NaN
147,94,9.1,14.0
1,1,7.1000000000000005,1.0
2,0,NaN,NaN
1,1,7.1000000000000005,1.0
19,9,12.100000000000001,3.0
1,1,5.1000000000000005,1.0
135,82,15.100000000000001,15.0
1,1,5.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,12.100000000000001,1.0
5,3,13.100000000000001,1.0
18,9,8.1,10.0
151,93,9.1,8.0
3,3,7.1000000000000005,3.0
5,4,5.1000000000000005,1.0
3,1,12.100000000000001,3.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
128,86,10.100000000000001,17.0
1,0,NaN,NaN
3,3,7.1000000000000005,1.0
1,1,13.100000000000001,1.0
1,1,8.1,1.0
184,109,7.1000000000000005,6.0
1,1,6.1000000000000005,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
9,3,8.1,2.0
167,110,6.1000000000000005,3.0
4,2,7.1000000000000005,4.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
1,1,11.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
158,106,5.1000000000000005,4.0
117,78,13.100000000000001,13.0
1,1,7.1000000000000005,1.0
27,17,8.1,1.0
1,0,NaN,NaN
2,2,9.1,1.0
1,0,NaN,NaN
2,1,5.1000000000000005,1.0
185,114,4.1000000000000005,11.0
1,0,NaN,NaN
176,105,6.1000000000000005,4.0
1,1,6.1000000000000005,1.0
1,1,12.100000000000001,1.0
159,104,7.1000000000000005,10.0
2,2,8.1,1.0
1,0,NaN,NaN
146,83,16.1,10.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
2,0,NaN,NaN
183,122,6.1000000000000005,8.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,8.1,1.0
171,99,10.100000000000001,10.0
1,0,NaN,NaN
183,112,4.1000000000000005,20.0
1,1,8.1,1.0
1,1,9.1,1.0
1,1,5.1000000000000005,1.0
1,1,3.1,1.0
156,103,6.1000000000000005,8.0
179,99,10.100000000000001,10.0
1,1,7.1000000000000005,1.0
3,1,13.100000000000001,3.0
1,0,NaN,NaN
1,1,9.1,1.0
184,107,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
181,116,14.100000000000001,17.0
1,0,NaN,NaN
184,109,19.1,31.0
167,97,12.100000000000001,7.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
174,102,14.100000000000001,8.0
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
17,14,5.1000000000000005,2.0
2,1,7.1000000000000005,2.0
1,1,8.1,1.0
1,0,NaN,NaN
174,118,7.1000000000000005,10.0
156,87,9.1,18.0
2,2,7.1000000000000005,1.0
1,0,NaN,NaN
5,2,7.1000000000000005,2.0
1,0,NaN,NaN
1,1,11.100000000000001,1.0
184,108,7.1000000000000005,6.0
15,8,13.100000000000001,3.0
163,108,7.1000000000000005,6.0
1,1,4.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
6,4,7.1000000000000005,6.0
3,3,8.1,1.0
1,1,8.1,1.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
167,115,11.100000000000001,6.0
3,2,10.100000000000001,3.0
6,3,7.1000000000000005,3.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
170,99,13.100000000000001,12.0
158,97,9.1,15.0
185,122,5.1000000000000005,7.0
175,119,4.1000000000000005,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,4.1000000000000005,1.0
17,10,13.100000000000001,11.0
1,0,NaN,NaN
4,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
152,106,7.1000000000000005,8.0
25,11,19.1,16.0
1,0,NaN,NaN
8,5,7.1000000000000005,3.0
15,6,19.1,4.0
191,121,14.100000000000001,42.0
2,2,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,7.1000000000000005,1.0
167,105,3.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
15,7,14.100000000000001,7.0
2,1,8.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,6.1000000000000005,1.0
6,3,6.1000000000000005,1.0
186,123,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,9.1,1.0
1,1,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
183,108,5.1000000000000005,2.0
1,0,NaN,NaN
178,117,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
164,102,8.1,26.0
1,1,3.1,1.0
1,1,6.1000000000000005,1.0
151,89,6.1000000000000005,1.0
1,0,NaN,NaN
8,3,4.1000000000000005,5.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
184,116,5.1000000000000005,2.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
159,101,6.1000000000000005,7.0
1,1,7.1000000000000005,1.0
11,6,6.1000000000000005,3.0
193,125,14.100000000000001,9.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
1,1,5.1000000000000005,1.0
6,2,5.1000000000000005,2.0
184,109,8.1,10.0
148,101,11.100000000000001,16.0
156,101,10.100000000000001,18.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
191,125,14.100000000000001,14.0
4,4,7.1000000000000005,2.0
171,104,11.100000000000001,20.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,10.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
6,6,4.1000000000000005,3.0
161,106,4.1000000000000005,3.0
154,96,11.100000000000001,6.0
1,1,3.1,1.0
1,0,NaN,NaN
16,9,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
1,1,14.100000000000001,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
175,113,9.1,20.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,7.1000000000000005,1.0
185,108,8.1,3.0
192,124,5.1000000000000005,4.0
1,1,5.1000000000000005,1.0
1,1,7.1000000000000005,1.0
162,111,3.1,2.0
1,1,11.100000000000001,1.0
179,113,6.1000000000000005,13.0
172,100,2.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
160,110,5.1000000000000005,7.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,1,5.1000000000000005,1.0
190,124,9.1,24.0
1,1,8.1,1.0
179,113,5.1000000000000005,23.0
161,83,5.1000000000000005,2.0
1,0,NaN,NaN
1,0,NaN,NaN
171,111,7.1000000000000005,14.0
176,105,2.1,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
8,5,7.1000000000000005,7.0
1,1,7.1000000000000005,1.0
1,1,6.1000000000000005,1.0
162,108,12.100000000000001,12.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,1,13.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,4.1000000000000005,1.0
155,98,9.1,18.0
1,1,15.100000000000001,1.0
2,0,NaN,NaN
185,106,14.100000000000001,5.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
2,1,9.1,2.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
2,2,9.1,1.0
185,118,12.100000000000001,14.0
181,129,8.1,3.0
5,4,7.1000000000000005,3.0
148,89,11.100000000000001,5.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
120,66,14.100000000000001,7.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,9.1,1.0
179,106,14.100000000000001,4.0
1,0,NaN,NaN
196,128,11.100000000000001,4.0
158,108,8.1,4.0
1,0,NaN,NaN
171,89,11.100000000000001,1.0
171,107,2.1,7.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
148,93,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
170,101,8.1,8.0
1,1,8.1,1.0
19,12,17.1,6.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,3.1,1.0
174,108,9.1,17.0
173,105,5.1000000000000005,6.0
1,1,5.1000000000000005,1.0
1,1,11.100000000000001,1.0
1,1,3.1,1.0
1,0,NaN,NaN
2,1,11.100000000000001,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
162,111,6.1000000000000005,7.0
189,120,3.1,10.0
175,120,8.1,7.0
1,1,8.1,1.0
165,103,8.1,3.0
1,1,8.1,1.0
1,1,5.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
159,94,5.1000000000000005,3.0
2,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
172,99,5.1000000000000005,2.0
45,25,8.1,14.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
2,2,13.100000000000001,2.0
1,1,6.1000000000000005,1.0
27,11,9.1,14.0
1,0,NaN,NaN
186,113,6.1000000000000005,17.0
1,1,12.100000000000001,1.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
2,0,NaN,NaN
2,1,8.1,2.0
1,0,NaN,NaN
9,6,20.1,8.0
1,1,8.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,14.100000000000001,1.0
198,129,14.100000000000001,25.0
1,1,12.100000000000001,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,1,13.100000000000001,1.0
1,1,4.1000000000000005,1.0
153,104,8.1,22.0
1,1,12.100000000000001,1.0
1,0,NaN,NaN
3,3,6.1000000000000005,1.0
144,89,7.1000000000000005,3.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
2,0,NaN,NaN
7,3,7.1000000000000005,2.0
4,1,6.1000000000000005,1.0
1,0,NaN,NaN
178,104,5.1000000000000005,3.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,8.1,1.0
1,1,8.1,1.0
172,107,10.100000000000001,16.0
1,0,NaN,NaN
175,93,8.1,4.0
170,98,11.100000000000001,4.0
1,0,NaN,NaN
2,2,7.1000000000000005,2.0
1,1,4.1000000000000005,1.0
182,122,6.1000000000000005,26.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
16,12,4.1000000000000005,4.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,12.100000000000001,1.0
23,5,9.1,6.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
192,112,9.1,10.0
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
173,109,6.1000000000000005,2.0
1,0,NaN,NaN
9,7,7.1000000000000005,3.0
1,0,NaN,NaN
176,98,9.1,11.0
188,118,4.1000000000000005,3.0
3,0,NaN,NaN
1,1,10.100000000000001,1.0
1,0,NaN,NaN
2,1,12.100000000000001,2.0
1,1,8.1,1.0
176,113,8.1,1.0
150,99,6.1000000000000005,11.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,7.1000000000000005,1.0
3,3,6.1000000000000005,3.0
1,1,3.1,1.0
1,1,8.1,1.0
184,112,6.1000000000000005,6.0
1,1,8.1,1.0
1,0,NaN,NaN
2,1,11.100000000000001,2.0
180,115,7.1000000000000005,22.0
1,0,NaN,NaN
2,1,4.1000000000000005,1.0
14,7,13.100000000000001,10.0
156,95,11.100000000000001,17.0
1,1,24.1,1.0
1,1,6.1000000000000005,1.0
1,1,5.1000000000000005,1.0
181,116,9.1,13.0
180,119,5.1000000000000005,9.0
8,3,8.1,2.0
164,100,13.100000000000001,46.0
5,3,2.1,1.0
1,1,9.1,1.0
18,11,5.1000000000000005,5.0
1,1,15.100000000000001,1.0
163,110,7.1000000000000005,2.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,4.1000000000000005,1.0
176,105,8.1,2.0
1,0,NaN,NaN
151,105,3.1,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,3.1,1.0
184,115,5.1000000000000005,29.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
135,86,7.1000000000000005,8.0
1,1,4.1000000000000005,1.0
20,9,11.100000000000001,3.0
170,95,3.1,10.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,12.100000000000001,1.0
2,0,NaN,NaN
6,2,15.100000000000001,3.0
1,1,13.100000000000001,1.0
2,1,17.1,2.0
1,1,10.100000000000001,1.0
5,3,7.1000000000000005,1.0
1,0,NaN,NaN
191,118,2.1,1.0
1,0,NaN,NaN
185,108,7.1000000000000005,10.0
7,4,10.100000000000001,6.0
126,61,11.100000000000001,17.0
151,108,7.1000000000000005,9.0
1,1,4.1000000000000005,1.0
1,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
195,136,8.1,1.0
1,0,NaN,NaN
1,1,12.100000000000001,1.0
152,97,9.1,2.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
172,119,11.100000000000001,8.0
2,2,6.1000000000000005,1.0
1,0,NaN,NaN
157,94,6.1000000000000005,2.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,3.1,1.0
183,118,4.1000000000000005,9.0
1,1,13.100000000000001,1.0
156,95,15.100000000000001,22.0
1,0,NaN,NaN
1,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,3.1,1.0
1,1,9.1,1.0
1,0,NaN,NaN
3,2,15.100000000000001,2.0
1,1,14.100000000000001,1.0
159,101,5.1000000000000005,9.0
167,100,13.100000000000001,24.0
165,107,6.1000000000000005,10.0
1,0,NaN,NaN
164,100,13.100000000000001,17.0
17,8,4.1000000000000005,4.0
1,1,4.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
184,107,7.1000000000000005,3.0
160,102,9.1,17.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
