Row,R0,lambda,p_outbreak,cum_I_q50,OB_duration_q50,peak_FTE_def_q50,cum_Res_Iso_q50,t_declare_q50,t_first_case_q50
R0_2.0_CIC_0.75_LD_0.0,2,3,0.145201103528387,31,17,5.6,14,15.1,7.1
R0_2.0_CIC_0.5_LD_0.0,2,3,0.148676776687481,34,21,5.2,18,15.1,7.1
R0_2.0_CIC_0.25_LD_0.0,2,3,0.1573564122738,41,26,5.2,24,15.1,7.1
