Row,p_outbreak,cum_I_q90,OB_duration_q90,peak_FTE_def_q90,cum_Res_Iso_q90,t_declare_q90,t_first_case_q90
lockdown_only_LD_0.9,0.222469410456062,161,56,0,43,28.1,13.1
lockdown_only_LD_0.5,0.222469410456062,178,59,0,53,28.1,13.1
lockdown_only_LD_0.0,0.222469410456062,186,58,0,59,28.1,13.1
