run_id,facility_id,n_residents,n_staff,total_FTE,index_case_type,I_tot_staff,I_tot_res,index_case_id,index_case_beta_max,t_index_case_recovery
1,10000003,88,121,73.8,worker,4,1,152,0.28275744846496714,13.4
2,10000003,88,121,73.8,worker,1,0,151,2.3693554786981167e-8,13.100000000000001
3,10000003,88,121,73.8,worker,1,2,169,0.08431162229001117,13.200000000000001
4,10000003,88,121,73.8,resident,0,1,10,0.003558351298724164,10.9
5,10000003,88,121,73.8,worker,1,0,111,0.009204751887858454,10.200000000000001
6,10000003,88,121,73.8,worker,1,0,157,1.1948542448406507e-5,9.1
7,10000003,88,121,73.8,worker,1,0,122,0.010667254049618257,15.5
8,10000003,88,121,73.8,resident,0,1,59,4.816784780996087e-9,12.5
9,10000003,88,121,73.8,resident,10,85,78,2.142364170823739,14.5
10,10000003,88,121,73.8,resident,0,1,25,0.0005700388207561401,12.3
11,10000003,88,121,73.8,worker,1,0,124,0.006744242441362712,14.4
12,10000003,88,121,73.8,worker,1,0,127,0.000734267519572344,10.700000000000001
13,10000003,88,121,73.8,worker,1,0,140,7.826931114286205e-18,14.600000000000001
14,10000003,88,121,73.8,resident,0,7,15,0.06266312815556462,12.200000000000001
15,10000003,88,121,73.8,worker,19,10,157,2.3751350996012617,11.9
16,10000003,88,121,73.8,worker,1,1,165,0.07746705082388756,14.600000000000001
17,10000003,88,121,73.8,worker,16,8,198,2.983660479267579,16.400000000000002
18,10000003,88,121,73.8,resident,1,24,73,0.248251140257846,13.3
19,10000003,88,121,73.8,worker,1,0,107,1.4433738201286498e-5,11.100000000000001
20,10000003,88,121,73.8,worker,1,0,125,4.32094235915154e-9,16.0
21,10000003,88,121,73.8,worker,25,9,112,1.795505623900807,15.200000000000001
22,10000003,88,121,73.8,worker,1,0,181,2.8709070874826422e-11,14.100000000000001
23,10000003,88,121,73.8,resident,4,76,56,1.293288896631354,15.100000000000001
24,10000003,88,121,73.8,worker,12,2,151,0.3158535776344444,14.8
25,10000003,88,121,73.8,worker,2,2,144,0.22854449767771753,10.0
26,10000003,88,121,73.8,worker,1,0,119,6.947771950999559e-6,12.8
27,10000003,88,121,73.8,worker,8,3,109,0.43802313746505517,16.0
28,10000003,88,121,73.8,worker,3,0,175,0.2120428795083775,11.200000000000001
29,10000003,88,121,73.8,worker,1,0,112,4.7673187874601216e-6,15.5
30,10000003,88,121,73.8,resident,0,13,42,0.06590747320159503,18.3
