Row,R0,lambda,p_outbreak,cum_I_q50,OB_duration_q50,peak_FTE_def_q50,cum_Res_Iso_q50,t_declare_q50,t_first_case_q50
R0_1.0_CR_3.0_LD_0.9,1,3,0.0480053766021794,16,10,3,7,16.1,8.1
R0_1.0_CR_6.0_LD_0.9,1,6,0.0630596544330937,15,11,2,9,14.1,8.1
R0_1.0_CR_10.0_LD_0.9,1,10,0.0670151454228656,14,12,1.2,10,14.1,8.1
R0_1.0_CR_20.0_LD_0.9,1,20,0.0725742071267871,14,13,0.6,12,13.1,7.1
R0_1.0_CR_30.0_LD_0.9,1,30,0.081327260897853,15,14,0.4,13,12.1,7.1
