Row,R0,lambda,p_outbreak,cum_I_q50,OB_duration_q50,peak_FTE_def_q50,cum_Res_Iso_q50,t_declare_q50,t_first_case_q50
R0_1.0_CIC_0.75_LD_0.0,1,3,0.053248136315229,17,11,3,8,16.1,8.1
R0_1.0_CIC_0.5_LD_0.0,1,3,0.0570027931368637,19,13,3,9,16.6,8.1
R0_1.0_CIC_0.25_LD_0.0,1,3,0.061980909879757,20,14,2.8,10,16.1,8.1
