I_tot,I_detected,t_first_detection,I_t_detection
1,1,7.1000000000000005,1.0
2,2,3.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
32,16,4.1000000000000005,2.0
23,14,10.100000000000001,7.0
1,1,6.1000000000000005,1.0
170,100,7.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
148,86,13.100000000000001,3.0
1,0,NaN,NaN
9,6,10.100000000000001,9.0
126,74,7.1000000000000005,17.0
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,0,NaN,NaN
76,44,4.1000000000000005,2.0
136,74,5.1000000000000005,5.0
1,0,NaN,NaN
2,2,3.1,1.0
1,1,9.1,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
154,88,5.1000000000000005,10.0
33,11,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,8.1,1.0
50,26,15.100000000000001,14.0
1,1,6.1000000000000005,1.0
123,69,4.1000000000000005,5.0
1,0,NaN,NaN
12,7,8.1,4.0
58,35,6.1000000000000005,3.0
7,5,10.100000000000001,2.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,8.1,1.0
1,1,8.1,1.0
3,1,15.100000000000001,3.0
1,0,NaN,NaN
159,111,7.1000000000000005,4.0
1,1,6.1000000000000005,1.0
2,0,NaN,NaN
2,1,6.1000000000000005,1.0
1,1,8.1,1.0
6,3,9.1,6.0
162,105,5.1000000000000005,8.0
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
172,104,13.100000000000001,23.0
11,5,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
116,65,7.1000000000000005,5.0
127,72,9.1,14.0
2,1,15.100000000000001,2.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
141,98,6.1000000000000005,5.0
3,1,11.100000000000001,3.0
1,0,NaN,NaN
139,92,9.1,14.0
1,1,7.1000000000000005,1.0
2,0,NaN,NaN
1,1,7.1000000000000005,1.0
19,9,12.100000000000001,3.0
1,1,5.1000000000000005,1.0
141,64,15.100000000000001,15.0
1,1,5.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,12.100000000000001,1.0
5,3,13.100000000000001,1.0
14,9,8.1,10.0
154,90,9.1,8.0
3,3,7.1000000000000005,3.0
5,4,5.1000000000000005,1.0
3,1,12.100000000000001,3.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
126,74,10.100000000000001,17.0
1,0,NaN,NaN
3,3,7.1000000000000005,1.0
1,1,13.100000000000001,1.0
1,1,8.1,1.0
149,94,7.1000000000000005,6.0
1,1,6.1000000000000005,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
9,3,8.1,2.0
157,100,6.1000000000000005,3.0
4,2,7.1000000000000005,4.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
1,1,11.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
154,97,5.1000000000000005,4.0
128,76,13.100000000000001,13.0
1,1,7.1000000000000005,1.0
12,8,8.1,1.0
1,0,NaN,NaN
2,2,9.1,1.0
1,0,NaN,NaN
2,1,5.1000000000000005,1.0
165,109,4.1000000000000005,11.0
1,0,NaN,NaN
22,12,6.1000000000000005,4.0
1,1,6.1000000000000005,1.0
1,1,12.100000000000001,1.0
48,27,7.1000000000000005,10.0
2,2,8.1,1.0
1,0,NaN,NaN
144,96,16.1,10.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
2,0,NaN,NaN
162,99,6.1000000000000005,8.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,8.1,1.0
36,15,10.100000000000001,10.0
1,0,NaN,NaN
159,93,4.1000000000000005,20.0
1,1,8.1,1.0
1,1,9.1,1.0
1,1,5.1000000000000005,1.0
1,1,3.1,1.0
123,85,6.1000000000000005,8.0
67,37,10.100000000000001,10.0
1,1,7.1000000000000005,1.0
3,1,13.100000000000001,3.0
1,0,NaN,NaN
1,1,9.1,1.0
148,98,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
146,102,14.100000000000001,17.0
1,0,NaN,NaN
150,100,19.1,31.0
42,23,12.100000000000001,7.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
136,78,14.100000000000001,8.0
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
20,16,5.1000000000000005,2.0
2,1,7.1000000000000005,2.0
1,1,8.1,1.0
1,0,NaN,NaN
52,30,7.1000000000000005,10.0
155,85,9.1,18.0
2,2,7.1000000000000005,1.0
1,0,NaN,NaN
5,2,7.1000000000000005,2.0
1,0,NaN,NaN
1,1,11.100000000000001,1.0
123,78,7.1000000000000005,6.0
16,8,13.100000000000001,3.0
115,66,7.1000000000000005,6.0
1,1,4.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
6,4,7.1000000000000005,6.0
3,3,8.1,1.0
1,1,8.1,1.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
124,75,11.100000000000001,6.0
3,2,10.100000000000001,3.0
6,3,7.1000000000000005,3.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
116,63,13.100000000000001,12.0
138,79,9.1,15.0
23,14,5.1000000000000005,7.0
63,42,4.1000000000000005,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,4.1000000000000005,1.0
17,10,13.100000000000001,11.0
1,0,NaN,NaN
4,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
130,87,7.1000000000000005,8.0
23,8,19.1,16.0
1,0,NaN,NaN
8,5,7.1000000000000005,3.0
15,6,19.1,4.0
170,96,14.100000000000001,42.0
2,2,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,5.1000000000000005,1.0
1,1,7.1000000000000005,1.0
160,101,3.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
15,7,14.100000000000001,7.0
2,1,8.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,6.1000000000000005,1.0
5,3,6.1000000000000005,1.0
134,82,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,9.1,1.0
1,1,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
1,0,NaN,NaN
1,0,NaN,NaN
129,79,5.1000000000000005,2.0
1,0,NaN,NaN
124,81,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
178,112,8.1,26.0
1,1,3.1,1.0
1,1,6.1000000000000005,1.0
148,95,6.1000000000000005,1.0
1,0,NaN,NaN
8,3,4.1000000000000005,5.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
128,84,5.1000000000000005,2.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
26,18,6.1000000000000005,7.0
1,1,7.1000000000000005,1.0
11,6,6.1000000000000005,3.0
163,95,14.100000000000001,9.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
1,1,5.1000000000000005,1.0
6,2,5.1000000000000005,2.0
164,88,8.1,10.0
135,93,11.100000000000001,16.0
96,56,10.100000000000001,18.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,8.1,1.0
91,47,14.100000000000001,14.0
4,4,7.1000000000000005,2.0
140,85,11.100000000000001,20.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,1,3.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,10.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
6,6,4.1000000000000005,3.0
34,12,4.1000000000000005,3.0
43,27,11.100000000000001,6.0
1,1,3.1,1.0
1,0,NaN,NaN
33,10,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
1,1,14.100000000000001,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
155,92,9.1,20.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,7.1000000000000005,1.0
78,45,8.1,3.0
180,104,5.1000000000000005,4.0
1,1,5.1000000000000005,1.0
1,1,7.1000000000000005,1.0
113,69,3.1,2.0
1,1,11.100000000000001,1.0
27,20,6.1000000000000005,13.0
142,87,2.1,2.0
1,0,NaN,NaN
1,0,NaN,NaN
126,85,5.1000000000000005,7.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,1,5.1000000000000005,1.0
61,42,9.1,24.0
1,1,8.1,1.0
160,103,5.1000000000000005,23.0
59,30,5.1000000000000005,2.0
1,0,NaN,NaN
1,0,NaN,NaN
120,71,7.1000000000000005,14.0
133,84,2.1,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
8,5,7.1000000000000005,7.0
1,1,7.1000000000000005,1.0
1,1,6.1000000000000005,1.0
140,93,12.100000000000001,12.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,1,13.100000000000001,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,4.1000000000000005,1.0
51,24,9.1,18.0
1,1,15.100000000000001,1.0
2,0,NaN,NaN
64,42,14.100000000000001,5.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
2,1,9.1,2.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
2,2,9.1,1.0
87,57,12.100000000000001,14.0
136,88,8.1,3.0
5,4,7.1000000000000005,3.0
51,30,11.100000000000001,5.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
50,19,14.100000000000001,7.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,9.1,1.0
154,93,14.100000000000001,4.0
1,0,NaN,NaN
169,102,11.100000000000001,4.0
108,76,8.1,4.0
1,0,NaN,NaN
116,73,11.100000000000001,1.0
113,70,2.1,7.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
160,103,5.1000000000000005,1.0
1,0,NaN,NaN
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
81,49,8.1,8.0
1,1,8.1,1.0
31,11,17.1,6.0
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,3.1,1.0
124,74,9.1,17.0
74,30,5.1000000000000005,6.0
1,1,5.1000000000000005,1.0
1,1,11.100000000000001,1.0
1,1,3.1,1.0
1,0,NaN,NaN
2,1,11.100000000000001,2.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
140,91,6.1000000000000005,7.0
142,88,3.1,10.0
163,102,8.1,7.0
1,1,8.1,1.0
49,27,8.1,3.0
1,1,8.1,1.0
1,1,5.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
103,70,5.1000000000000005,3.0
2,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
144,91,5.1000000000000005,2.0
34,15,8.1,14.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,0,NaN,NaN
1,1,10.100000000000001,1.0
2,2,13.100000000000001,2.0
1,1,6.1000000000000005,1.0
17,9,9.1,14.0
1,0,NaN,NaN
112,76,6.1000000000000005,17.0
1,1,12.100000000000001,1.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
2,0,NaN,NaN
2,1,8.1,2.0
1,0,NaN,NaN
9,6,20.1,8.0
1,1,8.1,1.0
1,1,8.1,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,14.100000000000001,1.0
162,97,14.100000000000001,25.0
1,1,12.100000000000001,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,0,NaN,NaN
1,1,9.1,1.0
1,1,13.100000000000001,1.0
1,1,4.1000000000000005,1.0
125,78,8.1,22.0
1,1,12.100000000000001,1.0
1,0,NaN,NaN
3,3,6.1000000000000005,1.0
117,64,7.1000000000000005,3.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
2,0,NaN,NaN
7,3,7.1000000000000005,2.0
4,1,6.1000000000000005,1.0
1,0,NaN,NaN
170,96,5.1000000000000005,3.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,0,NaN,NaN
1,0,NaN,NaN
1,1,3.1,1.0
1,1,8.1,1.0
1,1,8.1,1.0
28,14,10.100000000000001,16.0
1,0,NaN,NaN
47,25,8.1,4.0
27,11,11.100000000000001,4.0
1,0,NaN,NaN
2,2,7.1000000000000005,2.0
1,1,4.1000000000000005,1.0
128,82,6.1000000000000005,26.0
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
13,9,4.1000000000000005,4.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,12.100000000000001,1.0
16,5,9.1,6.0
1,1,7.1000000000000005,1.0
1,1,8.1,1.0
1,0,NaN,NaN
145,85,9.1,10.0
1,1,8.1,1.0
1,1,6.1000000000000005,1.0
51,26,6.1000000000000005,2.0
1,0,NaN,NaN
9,7,7.1000000000000005,3.0
1,0,NaN,NaN
132,77,9.1,11.0
161,92,4.1000000000000005,3.0
3,0,NaN,NaN
1,1,10.100000000000001,1.0
1,0,NaN,NaN
2,1,12.100000000000001,2.0
1,1,8.1,1.0
113,68,8.1,1.0
91,54,6.1000000000000005,11.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
1,1,7.1000000000000005,1.0
3,3,6.1000000000000005,3.0
1,1,3.1,1.0
1,1,8.1,1.0
85,47,6.1000000000000005,6.0
1,1,8.1,1.0
1,0,NaN,NaN
2,1,11.100000000000001,2.0
168,97,7.1000000000000005,22.0
1,0,NaN,NaN
2,1,4.1000000000000005,1.0
14,7,13.100000000000001,10.0
127,75,11.100000000000001,17.0
1,1,24.1,1.0
1,1,6.1000000000000005,1.0
1,1,5.1000000000000005,1.0
19,14,9.1,13.0
41,17,5.1000000000000005,9.0
8,3,8.1,2.0
163,98,13.100000000000001,46.0
5,3,2.1,1.0
1,1,9.1,1.0
20,12,5.1000000000000005,5.0
1,1,15.100000000000001,1.0
63,17,7.1000000000000005,2.0
1,0,NaN,NaN
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,14.100000000000001,1.0
1,1,6.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,1,4.1000000000000005,1.0
36,18,8.1,2.0
1,0,NaN,NaN
163,101,3.1,1.0
1,0,NaN,NaN
1,1,8.1,1.0
1,1,3.1,1.0
188,114,5.1000000000000005,29.0
1,0,NaN,NaN
1,1,4.1000000000000005,1.0
71,38,7.1000000000000005,8.0
1,1,4.1000000000000005,1.0
30,9,11.100000000000001,3.0
144,100,3.1,10.0
1,0,NaN,NaN
1,0,NaN,NaN
1,1,12.100000000000001,1.0
2,0,NaN,NaN
6,2,15.100000000000001,3.0
1,1,13.100000000000001,1.0
2,1,17.1,2.0
1,1,10.100000000000001,1.0
5,3,7.1000000000000005,1.0
1,0,NaN,NaN
144,96,2.1,1.0
1,0,NaN,NaN
157,107,7.1000000000000005,10.0
8,5,10.100000000000001,6.0
105,65,11.100000000000001,17.0
146,93,7.1000000000000005,9.0
1,1,4.1000000000000005,1.0
1,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,10.100000000000001,1.0
152,88,8.1,1.0
1,0,NaN,NaN
1,1,12.100000000000001,1.0
117,71,9.1,2.0
1,0,NaN,NaN
1,1,8.1,1.0
1,0,NaN,NaN
159,105,11.100000000000001,8.0
2,2,6.1000000000000005,1.0
1,0,NaN,NaN
54,18,6.1000000000000005,2.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,1,3.1,1.0
101,64,4.1000000000000005,9.0
1,1,13.100000000000001,1.0
144,90,15.100000000000001,22.0
1,0,NaN,NaN
1,1,3.1,1.0
1,1,7.1000000000000005,1.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
1,1,3.1,1.0
1,1,9.1,1.0
1,0,NaN,NaN
3,2,15.100000000000001,2.0
1,1,14.100000000000001,1.0
161,106,5.1000000000000005,9.0
97,50,13.100000000000001,24.0
119,67,6.1000000000000005,10.0
1,0,NaN,NaN
144,102,13.100000000000001,17.0
52,25,4.1000000000000005,4.0
1,1,4.1000000000000005,1.0
1,1,6.1000000000000005,1.0
1,0,NaN,NaN
1,1,5.1000000000000005,1.0
1,0,NaN,NaN
141,82,7.1000000000000005,3.0
59,37,9.1,17.0
1,1,7.1000000000000005,1.0
1,0,NaN,NaN
