secondary_cases_tot
1
0
2
0
0
0
0
0
67
0
0
0
0
2
21
0
12
11
0
0
16
0
53
4
0
0
6
0
0
7
0
5
0
0
0
0
18
0
0
1
69
6
0
0
0
1
0
0
1
0
0
0
0
1
5
22
0
0
72
0
0
0
1
0
4
1
0
0
14
0
0
35
1
50
1
0
7
1
31
18
9
8
0
0
20
0
6
0
0
35
0
6
0
25
5
0
0
0
9
0
12
0
0
0
6
9
0
1
0
8
1
1
0
0
5
0
0
0
0
0
0
0
10
0
0
2
0
0
0
0
1
14
0
1
4
0
0
1
8
0
0
2
70
0
0
0
2
0
1
80
0
8
0
0
11
10
4
0
38
0
17
0
0
0
3
0
5
4
0
1
0
19
19
0
0
0
0
0
0
0
0
0
0
21
0
0
44
0
30
0
28
2
8
1
0
0
13
13
0
0
6
0
4
0
24
0
6
0
0
0
0
7
0
1
0
12
6
0
27
5
0
0
1
0
0
1
7
14
32
0
19
0
0
0
2
2
12
0
22
0
5
0
0
0
10
7
0
0
0
0
2
7
1
4
0
3
2
0
0
3
0
0
0
0
0
0
0
0
0
0
30
35
1
0
24
0
0
24
2
2
0
7
0
2
0
0
2
0
1
10
0
2
4
0
0
9
1
15
7
14
70
0
0
0
0
0
0
5
1
1
10
0
3
0
1
9
0
0
4
0
0
0
1
0
0
0
24
0
1
56
0
3
0
0
0
4
25
0
1
38
51
0
0
0
4
0
0
0
11
1
0
0
15
0
0
0
0
0
7
0
20
2
1
31
15
0
0
0
4
1
0
0
0
0
59
5
0
0
0
0
15
0
0
0
9
24
7
0
1
6
0
0
0
1
7
1
0
0
14
0
0
0
6
0
2
0
4
0
0
1
0
0
34
0
1
0
49
26
20
3
0
4
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
70
0
9
5
0
0
0
2
0
0
1
0
0
0
0
3
0
11
0
0
0
3
4
0
0
1
0
0
0
2
8
76
1
0
0
0
9
67
0
0
2
0
6
0
40
0
0
0
16
3
0
14
0
0
1
3
0
0
26
0
0
0
0
6
4
0
0
11
0
1
0
17
1
0
1
90
4
0
0
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
2
3
60
2
0
12
0
4
1
3
0
0
12
0
0
1
0
0
0
2
0
35
0
0
0
0
54
0
0
1
2
0
4
33
0
0
0
61
2
0
0
0
0
2
3
0
4
0
0
0
0
1
0
0
8
83
0
0
0
5
0
1
0
0
0
11
6
0
0
3
23
0
1
45
37
0
6
0
18
0
0
5
0
0
0
4
7
1
48
6
0
6
0
0
30
0
68
0
0
0
0
0
0
0
7
0
4
0
0
1
0
2
2
0
0
0
21
39
0
0
0
0
1
7
36
1
0
1
0
10
22
0
0
11
5
0
1
45
0
5
4
1
13
0
41
0
4
0
0
0
3
0
0
5
0
1
0
13
0
0
1
29
2
0
16
0
0
4
0
0
32
0
0
5
0
2
0
3
0
3
17
3
0
0
6
0
0
7
1
0
3
52
0
0
0
1
0
0
0
0
0
4
7
1
1
19
2
0
0
4
1
18
70
0
0
0
0
0
0
0
4
0
0
0
1
3
0
0
7
7
0
0
0
0
0
0
19
0
4
0
0
9
0
1
0
32
0
0
0
5
1
7
0
3
0
0
0
0
0
1
0
0
0
4
41
2
1
9
0
21
55
0
6
4
0
0
0
11
0
0
1
0
17
0
0
42
0
1
0
4
5
0
0
0
0
6
9
1
0
4
6
0
1
89
0
0
0
33
4
94
1
4
0
0
0
0
0
0
0
0
0
0
0
0
6
0
31
0
0
0
0
0
0
9
0
6
0
0
1
0
0
0
0
5
65
2
4
0
0
0
1
0
0
4
0
5
0
2
12
6
0
0
0
0
16
1
85
0
0
0
0
79
0
0
0
1
0
0
0
0
0
1
8
0
0
0
0
2
6
0
0
0
3
0
5
0
0
0
79
2
0
24
0
30
0
0
1
0
3
1
0
0
5
0
0
0
6
9
0
0
36
0
0
2
28
22
3
0
51
0
0
0
50
3
0
0
1
0
0
0
7
0
0
0
2
0
1
0
5
1
2
2
0
0
0
17
0
0
0
18
6
11
5
13
0
0
0
3
