Row,R0,lambda,p_outbreak,cum_I_q90,OB_duration_q90,peak_FTE_def_q90,cum_Res_Iso_q90,t_declare_q90,t_first_case_q90
R0_2.4_CIC_0.75_LD_CIC,2.4,3,0.181225081551287,65,29,15.3,32,26.1,13.1
R0_2.4_CIC_0.5_LD_CIC,2.4,3,0.187511719482468,80,40,15.5,48,26.1,13.1
R0_2.4_CIC_0.25_LD_CIC,2.4,3,0.191387559808612,101,50,15.5,66,26.1,13.1
