Row,R0,lambda,p_outbreak,cum_I_q90,OB_duration_q90,peak_FTE_def_q90,cum_Res_Iso_q90,t_declare_q90,t_first_case_q90
R0_1.5_CIC_0.75_LD_CIC,1.5,3,0.0973046608932568,43,22,10.4,20,29.1,14.1
R0_1.5_CIC_0.5_LD_CIC,1.5,3,0.102891243955139,48,29,10.4,27,29.1,14.1
R0_1.5_CIC_0.25_LD_CIC,1.5,3,0.109505037231713,54,35.5,10.2,34.5,28.1,14.1
