Row,R0,lambda,p_outbreak,cum_I_q50,OB_duration_q50,peak_FTE_def_q50,cum_Res_Iso_q50,t_declare_q50,t_first_case_q50
R0_2.0_CR_3.0_LD_0.0,2,3,0.140350877192982,29,14,5.6,13,15.1,8.1
R0_2.0_CR_6.0_LD_0.0,2,6,0.149075730471079,32,20,3.6,19,14.1,7.1
R0_2.0_CR_10.0_LD_0.0,2,10,0.14208581983518,35,24,2.6,26,13.1,7.1
R0_2.0_CR_20.0_LD_0.0,2,20,0.151791135397693,48.5,28,2,43,12.1,7.1
R0_2.0_CR_30.0_LD_0.0,2,30,0.145623998835008,64,29,1.4,60,11.1,7.1
