Row,R0,lambda,p_outbreak,cum_I_q90,OB_duration_q90,peak_FTE_def_q90,cum_Res_Iso_q90,t_declare_q90,t_first_case_q90
R0_2.4_CR_3.0_LD_0.9,2.4,3,0.181488203266788,58,22,15.4,25,26.6,14.1
R0_2.4_CR_6.0_LD_0.9,2.4,6,0.174733531364669,58.5,25,11.8,35,25.1,13.1
R0_2.4_CR_10.0_LD_0.9,2.4,10,0.170706725844998,60,28,8.9,42.5,24.1,13.1
R0_2.4_CR_20.0_LD_0.9,2.4,20,0.16926201760325,66,31,5.6,55,21.1,12.1
R0_2.4_CR_30.0_LD_0.9,2.4,30,0.161733786187935,69,32,4.2,60,20.1,12.1
