Row,R0,lambda,p_outbreak,cum_I_q50,OB_duration_q50,peak_FTE_def_q50,cum_Res_Iso_q50,t_declare_q50,t_first_case_q50
R0_2.4_CR_3.0_LD_0.9,2.4,3,0.181488203266788,31,14,7,13,15.1,7.1
R0_2.4_CR_6.0_LD_0.9,2.4,6,0.174733531364669,29,16,4.5,16,14.1,7.1
R0_2.4_CR_10.0_LD_0.9,2.4,10,0.170706725844998,29.5,18,3.2,19,13.1,7.1
R0_2.4_CR_20.0_LD_0.9,2.4,20,0.16926201760325,34,20,2,27,12.1,7.1
R0_2.4_CR_30.0_LD_0.9,2.4,30,0.161733786187935,35,21,1.4,31,11.1,7.1
