run_id,facility_id,n_residents,n_staff,total_FTE,index_case_type,I_tot_staff,I_tot_res,index_case_id,index_case_beta_max,t_index_case_recovery
1,10000003,88,121,73.8,worker,2,0,152,0.09613753247808882,13.4
2,10000003,88,121,73.8,worker,1,0,151,8.055808627573599e-9,13.100000000000001
3,10000003,88,121,73.8,worker,1,2,169,0.028665951578603802,13.200000000000001
4,10000003,88,121,73.8,resident,0,1,10,0.0012098394415662158,10.9
5,10000003,88,121,73.8,worker,1,0,111,0.0031296156418718747,10.200000000000001
6,10000003,88,121,73.8,worker,1,0,157,4.062504432458212e-6,9.1
7,10000003,88,121,73.8,worker,1,0,122,0.0036268663768702076,15.5
8,10000003,88,121,73.8,resident,0,1,59,1.6377068255386699e-9,12.5
9,10000003,88,121,73.8,resident,4,11,78,0.7284038180800714,14.5
10,10000003,88,121,73.8,resident,0,1,25,0.0001938131990570876,12.3
11,10000003,88,121,73.8,worker,1,0,124,0.0022930424300633225,14.4
12,10000003,88,121,73.8,worker,1,0,127,0.000249650956654597,10.700000000000001
13,10000003,88,121,73.8,worker,1,0,140,2.6611565788573096e-18,14.600000000000001
14,10000003,88,121,73.8,resident,0,1,15,0.02130546357289197,12.200000000000001
15,10000003,88,121,73.8,worker,12,6,157,0.8075459338644291,11.9
16,10000003,88,121,73.8,worker,1,0,165,0.026338797280121774,14.600000000000001
17,10000003,88,121,73.8,worker,9,4,198,1.0144445629509768,16.400000000000002
18,10000003,88,121,73.8,resident,0,2,73,0.08440538768766764,13.3
19,10000003,88,121,73.8,worker,1,0,107,4.90747098843741e-6,11.100000000000001
20,10000003,88,121,73.8,worker,1,0,125,1.4691204021115238e-9,16.0
21,10000003,88,121,73.8,worker,11,3,112,0.6104719121262744,15.200000000000001
22,10000003,88,121,73.8,worker,1,0,181,9.761084097440985e-12,14.100000000000001
23,10000003,88,121,73.8,resident,2,7,56,0.43971822485466044,15.100000000000001
24,10000003,88,121,73.8,worker,5,0,151,0.10739021639571109,14.8
25,10000003,88,121,73.8,worker,1,0,144,0.07770512921042397,10.0
26,10000003,88,121,73.8,worker,1,0,119,2.36224246333985e-6,12.8
27,10000003,88,121,73.8,worker,6,1,109,0.14892786673811878,16.0
28,10000003,88,121,73.8,worker,1,0,175,0.07209457903284837,11.200000000000001
29,10000003,88,121,73.8,worker,1,0,112,1.6208883877364415e-6,15.5
30,10000003,88,121,73.8,resident,0,2,42,0.022408540888542314,18.3
31,10000003,88,121,73.8,worker,1,0,170,0.0001048795994333945,13.200000000000001
32,10000003,88,121,73.8,worker,5,1,154,0.4261164239438514,12.700000000000001
33,10000003,88,121,73.8,worker,1,0,140,0.0005777879800368431,11.600000000000001
34,10000003,88,121,73.8,worker,1,0,139,0.014117177269867331,15.100000000000001
35,10000003,88,121,73.8,worker,1,0,193,0.00048568747142624293,13.700000000000001
36,10000003,88,121,73.8,worker,1,0,160,4.268601373537389e-6,19.200000000000003
37,10000003,88,121,73.8,worker,14,5,136,2.2102546628531137,11.9
38,10000003,88,121,73.8,worker,1,0,162,6.39909538979163e-5,10.9
39,10000003,88,121,73.8,worker,1,0,121,0.0029486089118917805,11.9
40,10000003,88,121,73.8,worker,2,0,177,0.09736489706687149,13.200000000000001
41,10000003,88,121,73.8,resident,7,13,68,0.8730903036068447,15.3
42,10000003,88,121,73.8,worker,5,2,102,0.5226133430794558,13.3
43,10000003,88,121,73.8,worker,1,0,170,4.551043752400629e-5,12.100000000000001
44,10000003,88,121,73.8,worker,1,0,168,2.226768047067347e-5,11.200000000000001
45,10000003,88,121,73.8,worker,1,0,142,0.08880249280588844,9.3
46,10000003,88,121,73.8,resident,0,1,4,0.002373110970721918,9.200000000000001
47,10000003,88,121,73.8,worker,1,0,140,2.5339955346252473e-13,9.200000000000001
48,10000003,88,121,73.8,worker,1,0,130,3.596236960220821e-7,10.9
49,10000003,88,121,73.8,resident,0,1,20,0.012942373935263712,10.700000000000001
50,10000003,88,121,73.8,worker,1,0,185,0.00010363699597046842,19.1
51,10000003,88,121,73.8,worker,1,0,207,0.0021082557871374493,11.4
52,10000003,88,121,73.8,worker,1,0,187,0.008998410319010339,13.100000000000001
53,10000003,88,121,73.8,worker,1,0,158,0.001312649621031963,11.700000000000001
54,10000003,88,121,73.8,worker,2,0,152,0.072069403552221,9.5
55,10000003,88,121,73.8,resident,1,3,44,0.07263883836613722,16.1
56,10000003,88,121,73.8,resident,1,1,73,0.14925344538660962,12.600000000000001
57,10000003,88,121,73.8,worker,1,0,120,0.0027193122351256696,11.3
58,10000003,88,121,73.8,worker,1,0,108,0.002877100600690664,16.400000000000002
