duration,frequency
0,0.005
5,0.189
10,0.499
15,0.136
20,0.088
25,0.058
30,0.019
35,0.005
40,0.001
45,0
50,0
55,0
60,0
65,0
70,0
75,0
80,0
85,0
90,0
95,0
