Row,R0,lambda,p_outbreak,cum_I_q90,OB_duration_q90,peak_FTE_def_q90,cum_Res_Iso_q90,t_declare_q90,t_first_case_q90
R0_2.4_CR_3.0_LD_0.0,2.4,3,0.181488203266788,68,32.5,15.4,36.5,26.6,14.1
R0_2.4_CR_6.0_LD_0.0,2.4,6,0.174733531364669,85,41,11.8,62.5,25.1,13.1
R0_2.4_CR_10.0_LD_0.0,2.4,10,0.170706725844998,90,44,8.6,72,24.1,13.1
R0_2.4_CR_20.0_LD_0.0,2.4,20,0.16926201760325,96,45,5.8,84,21.1,12.1
R0_2.4_CR_30.0_LD_0.0,2.4,30,0.161733786187935,95,46,4.6,86,20.1,12.1
